StrainNumber1	StrainNumber2	ANIb	Formula 2: DDH
CSID_3000516465	CSID_3000517066	79.93	23.5
CSID_3000516465	CSID_3000517120	79.85	23.6
CSID_3000516465	CSID_3015183678	79.96	23.5
CSID_3000516465	CSID_3015183679	79.98	23.7
CSID_3000516465	CSID_3015183680	79.87	23.5
CSID_3000516465	CSID_3015183685	79.95	23.6
CSID_3000516465	CSID_3015183686	79.93	23.5
CSID_3000516465	DSM_14571	79.84	23.7
CSID_3000516465	DSM_23781	79.91	23.5
CSID_3000516465	E6809	79.97	23.6
CSID_3000516465	EM-CHUV	80.01	23.7
CSID_3000516465	Endophthalmitis	79.93	23.6
CSID_3000516465	F3201	79.88	23.5
CSID_3000516465	F3543	80.02	23.6
CSID_3000516465	F8124	79.84	23.4
CSID_3000516465	FMS-007	80.03	23.7
CSID_3000516465	G0146	79.83	23.6
CSID_3000516465	G0153	79.94	23.6
CSID_3000516465	G4070	79.83	23.4
CSID_3000516465	G4071	79.83	23.5
CSID_3000516465	G4074	79.86	23.5
CSID_3000516465	G4075	79.85	23.6
CSID_3000516465	G4076	98.38	85.9
CSID_3000516465	G4120	99.78	98.9
CSID_3000516465	G4121	79.84	23.5
CSID_3000516465	G4122	79.94	23.4
CSID_3000516465	G4123	79.93	23.5
CSID_3000516465	JM-87	79.91	23.5
CSID_3000516465	KC1913	98.37	85.9
CSID_3000516465	NUH4	79.95	23.7
CSID_3000516465	NUH6	79.9	23.5
CSID_3000516465	NUHP1	79.98	23.7
CSID_3000516465	PW2809	80.06	23.7
CSID_3000516465	R26	79.88	23.5
CSID_3000516465	V0378064	80.02	23.6
CSID_3000516535	0422	79.88	23.6
CSID_3000516535	3375	79.84	23.6
CSID_3000516535	502	79.79	23.6
CSID_3000516535	ATCC_13253	98.38	86.6
CSID_3000516535	ATCC_33958	79.81	23.6
CSID_3000516535	B2D	79.86	23.6
CSID_3000516535	BM10	79.85	23.7
CSID_3000516535	C1558	79.69	23.4
CSID_3000516535	CIP108653	79.85	23.8
CSID_3000516535	CIP108654	79.92	23.6
CSID_3000516535	CIP111046-9716	79.79	23.6
CSID_3000516535	CIP111047-9716	79.8	23.5
CSID_3000516535	CIP111048-9716	99.11	93.7
CSID_3000516535	CIP111067	79.91	23.6
CSID_3000516535	CIP60-58	79.91	23.6
CSID_3000516535	CIP80-33	98.78	93.2
CSID_3000516535	CSID_3000515919	98.63	89.3
CSID_3000516535	CSID_3000516074	79.82	23.6
CSID_3000516535	CSID_3000516135	79.79	23.4
CSID_3000516535	CSID_3000516359	98.95	92.1
CSID_3000516535	CSID_3000516464	79.76	23.5
CSID_3000516535	CSID_3000516465	99.14	93.9
CSID_3000516535	CSID_3000516589	79.92	23.6
CSID_3000516535	CSID_3000516810	79.85	23.6
CSID_3000516535	CSID_3000516977	98.29	86
CSID_3000516535	CSID_3000516978	79.78	23.7
CSID_3000516535	CSID_3000516998	79.8	23.5
CSID_3000516535	CSID_3000517066	79.8	23.6
CSID_3000516535	CSID_3000517120	79.6	23.7
CSID_3000516535	CSID_3015183678	79.8	23.5
CSID_3000516535	CSID_3015183679	79.91	23.6
CSID_3000516535	CSID_3015183680	79.7	23.5
CSID_3000516535	CSID_3015183685	79.89	23.5
CSID_3000516535	CSID_3015183686	80.59	24.6
CSID_3000516535	DSM_14571	79.74	23.7
CSID_3000516535	DSM_23781	79.83	23.5
CSID_3000516535	E6809	79.76	23.5
CSID_3000516535	EM-CHUV	79.89	23.6
CSID_3000516535	Endophthalmitis	79.79	23.6
CSID_3000516535	F3201	79.72	23.6
CSID_3000516535	F3543	80.55	24.6
CSID_3000516535	F8124	79.71	23.4
CSID_3000516535	FMS-007	79.84	23.6
CSID_3000516535	G0146	79.77	23.5
CSID_3000516535	G0153	79.84	23.5
CSID_3000516535	G4070	79.73	23.4
CSID_3000516535	G4071	79.82	23.5
CSID_3000516535	G4074	79.81	23.5
CSID_3000516535	G4075	79.79	23.5
CSID_3000516535	G4076	98.37	86.4
CSID_3000516535	G4120	99.13	93.8
CSID_3000516535	G4121	79.78	23.5
CSID_3000516535	G4122	79.78	23.3
CSID_3000516535	G4123	79.79	23.4
CSID_3000516535	JM-87	79.81	23.5
CSID_3000516535	KC1913	98.36	86.4
CSID_3000516535	NUH4	79.7	23.6
CSID_3000516535	NUH6	79.77	23.6
CSID_3000516535	NUHP1	79.69	23.6
CSID_3000516535	PW2809	79.96	23.7
CSID_3000516535	R26	79.8	23.5
CSID_3000516535	V0378064	79.88	23.6
CSID_3000516589	0422	91.17	44.5
CSID_3000516589	3375	91.26	44.3
CSID_3000516589	502	91.23	44.6
CSID_3000516589	ATCC_13253	79.99	23.6
CSID_3000516589	ATCC_33958	97.76	80.6
CSID_3000516589	B2D	91.28	44.2
CSID_3000516589	BM10	96.46	71.8
CSID_3000516589	C1558	90.64	42.7
CSID_3000516589	CIP108653	92.82	50.7
CSID_3000516589	CIP108654	91.22	44.6
CSID_3000516589	CIP111046-9716	91.01	44.2
CSID_3000516589	CIP111047-9716	92.74	50.2
CSID_3000516589	CIP111048-9716	79.92	23.6
CSID_3000516589	CIP111067	91.22	44.4
CSID_3000516589	CIP60-58	91.16	44.5
CSID_3000516589	CIP80-33	79.88	23.6
CSID_3000516589	CSID_3000515919	79.93	23.6
CSID_3000516589	CSID_3000516074	91.3	44.4
CSID_3000516589	CSID_3000516135	90.71	43
CSID_3000516589	CSID_3000516359	79.9	23.6
CSID_3000516589	CSID_3000516464	92.88	51.1
CSID_3000516589	CSID_3000516465	79.91	23.6
CSID_3000516589	CSID_3000516535	79.95	23.6
CSID_3000516589	CSID_3000516810	91.29	44.6
CSID_3000516589	CSID_3000516977	79.99	23.6
CSID_3000516589	CSID_3000516978	91.08	44
CSID_3000516589	CSID_3000516998	92.9	50.5
CSID_3000516589	CSID_3000517066	91.16	44.1
CSID_3000516589	CSID_3000517120	92.56	50.4
CSID_3000516589	CSID_3015183678	91.22	44.4
CSID_3000516589	CSID_3015183679	91.21	44.6
CSID_3000516589	CSID_3015183680	91.21	44.8
CSID_3000516589	CSID_3015183685	98.2	85.4
CSID_3000516589	CSID_3015183686	91.36	44.9
CSID_3000516589	DSM_14571	92.92	51.4
CSID_3000516589	DSM_23781	91.29	44.7
CSID_3000516589	E6809	91.32	44.7
CSID_3000516589	EM-CHUV	92.83	50.3
CSID_3000516589	Endophthalmitis	91.13	43.9
CSID_3000516589	F3201	91.02	44
CSID_3000516589	F3543	91.25	44.6
CSID_3000516589	F8124	90.59	42.8
CSID_3000516589	FMS-007	91.19	44.6
CSID_3000516589	G0146	97.77	81.3
CSID_3000516589	G0153	98.21	85.1
CSID_3000516589	G4070	90.5	42.4
CSID_3000516589	G4071	92.79	50.5
CSID_3000516589	G4074	92.82	50.4
CSID_3000516589	G4075	97.7	81.3
CSID_3000516589	G4076	79.99	23.6
CSID_3000516589	G4120	79.91	23.6
CSID_3000516589	G4121	92.78	50.6
CSID_3000516589	G4122	90.9	43.3
CSID_3000516589	G4123	90.92	43.5
CSID_3000516589	JM-87	91.11	44.4
CSID_3000516589	KC1913	80	23.6
CSID_3000516589	NUH4	91.11	44.2
CSID_3000516589	NUH6	91.22	44.9
CSID_3000516589	NUHP1	91.05	44
CSID_3000516589	PW2809	91.17	44.2
CSID_3000516589	R26	91.29	44.7
CSID_3000516589	V0378064	91.18	44.5
CSID_3000516810	0422	98.44	87.2
CSID_3000516810	3375	98.32	86.7
CSID_3000516810	502	97.67	81.7
CSID_3000516810	ATCC_13253	80	23.6
CSID_3000516810	ATCC_33958	91.42	44.8
CSID_3000516810	B2D	97.52	79.8
CSID_3000516810	BM10	91.19	44.7
CSID_3000516810	C1558	89.25	38.5
CSID_3000516810	CIP108653	91.85	46.7
CSID_3000516810	CIP108654	98.02	84.1
CSID_3000516810	CIP111046-9716	97.52	80
CSID_3000516810	CIP111047-9716	91.94	46.9
CSID_3000516810	CIP111048-9716	79.96	23.5
CSID_3000516810	CIP111067	98.98	91.4
CSID_3000516810	CIP60-58	98.43	87.2
CSID_3000516810	CIP80-33	80.1	23.7
CSID_3000516810	CSID_3000515919	79.99	23.6
CSID_3000516810	CSID_3000516074	98.36	86.7
CSID_3000516810	CSID_3000516135	89.16	38.4
CSID_3000516810	CSID_3000516359	80.01	23.5
CSID_3000516810	CSID_3000516464	91.86	46.6
CSID_3000516810	CSID_3000516465	79.98	23.5
CSID_3000516810	CSID_3000516535	79.97	23.6
CSID_3000516810	CSID_3000516589	91.34	44.6
CSID_3000516810	CSID_3000516977	79.99	23.6
CSID_3000516810	CSID_3000516978	97.53	80
CSID_3000516810	CSID_3000516998	91.79	46.8
CSID_3000516810	CSID_3000517066	97.51	80.1
CSID_3000516810	CSID_3000517120	91.69	46.5
CSID_3000516810	CSID_3015183678	98.33	86.8
CSID_3000516810	CSID_3015183679	98.04	84.7
CSID_3000516810	CSID_3015183680	97.99	84.3
CSID_3000516810	CSID_3015183685	91.36	44.7
CSID_3000516810	CSID_3015183686	97.83	83.9
CSID_3000516810	DSM_14571	91.82	46.7
CSID_3000516810	DSM_23781	98.32	86.6
CSID_3000516810	E6809	98.13	85.1
CSID_3000516810	EM-CHUV	92.05	47.2
CSID_3000516810	Endophthalmitis	97.4	79.1
CSID_3000516810	F3201	97.25	78.2
CSID_3000516810	F3543	98.29	86.5
CSID_3000516810	F8124	89.93	40.3
CSID_3000516810	FMS-007	97.91	83.3
CSID_3000516810	G0146	91.42	44.8
CSID_3000516810	G0153	91.38	44.7
CSID_3000516810	G4070	89.88	40.3
CSID_3000516810	G4071	91.92	46.9
CSID_3000516810	G4074	91.93	46.9
CSID_3000516810	G4075	91.36	44.8
CSID_3000516810	G4076	80	23.6
CSID_3000516810	G4120	79.98	23.5
CSID_3000516810	G4121	91.93	46.9
CSID_3000516810	G4122	89.35	38.5
CSID_3000516810	G4123	89.43	38.8
CSID_3000516810	JM-87	97.33	78.5
CSID_3000516810	KC1913	79.99	23.6
CSID_3000516810	NUH4	97.91	84.3
CSID_3000516810	NUH6	97.69	83.5
CSID_3000516810	NUHP1	97.9	84.3
CSID_3000516810	PW2809	98.39	86.5
CSID_3000516810	R26	98.32	86.5
CSID_3000516810	V0378064	97.94	83.6
CSID_3000516977	0422	79.96	23.5
CSID_3000516977	3375	80.08	23.6
CSID_3000516977	502	80.01	23.5
CSID_3000516977	ATCC_13253	99.11	93.2
CSID_3000516977	ATCC_33958	79.88	23.5
CSID_3000516977	B2D	79.97	23.6
CSID_3000516977	BM10	79.91	23.7
CSID_3000516977	C1558	79.76	23.5
CSID_3000516977	CIP108653	79.81	23.7
CSID_3000516977	CIP108654	79.94	23.6
CSID_3000516977	CIP111046-9716	79.82	23.5
CSID_3000516977	CIP111047-9716	79.8	23.5
CSID_3000516977	CIP111048-9716	98.23	85.7
CSID_3000516977	CIP111067	79.87	23.6
CSID_3000516977	CIP60-58	79.84	23.5
CSID_3000516977	CIP80-33	98.4	86.4
CSID_3000516977	CSID_3000515919	98.28	86.3
CSID_3000516977	CSID_3000516074	80	23.6
CSID_3000516977	CSID_3000516135	79.77	23.4
CSID_3000516977	CSID_3000516359	98.27	86.2
CSID_3000516977	CSID_3000516464	79.85	23.5
CSID_3000516977	CSID_3000516465	98.25	85.7
CSID_3000516977	CSID_3000516535	98.27	86
CSID_3000516977	CSID_3000516589	79.97	23.6
CSID_3000516977	CSID_3000516810	79.93	23.6
CSID_3000516977	CSID_3000516978	79.95	23.7
CSID_3000516977	CSID_3000516998	79.89	23.5
CSID_3000516977	CSID_3000517066	79.95	23.5
CSID_3000516977	CSID_3000517120	79.81	23.7
CSID_3000516977	CSID_3015183678	80	23.5
CSID_3000516977	CSID_3015183679	79.93	23.6
CSID_3000516977	CSID_3015183680	79.95	23.6
CSID_3000516977	CSID_3015183685	79.93	23.5
CSID_3000516977	CSID_3015183686	80.01	23.6
CSID_3000516977	DSM_14571	79.82	23.7
CSID_3000516977	DSM_23781	79.95	23.5
CSID_3000516977	E6809	80.05	23.5
CSID_3000516977	EM-CHUV	79.95	23.7
CSID_3000516977	Endophthalmitis	79.91	23.6
CSID_3000516977	F3201	80.09	23.7
CSID_3000516977	F3543	80.12	23.7
CSID_3000516977	F8124	79.75	23.4
CSID_3000516977	FMS-007	80.23	23.9
CSID_3000516977	G0146	79.88	23.5
CSID_3000516977	G0153	79.94	23.5
CSID_3000516977	G4070	79.83	23.4
CSID_3000516977	G4071	79.82	23.5
CSID_3000516977	G4074	79.84	23.5
CSID_3000516977	G4075	79.89	23.5
CSID_3000516977	G4076	99.11	93.1
CSID_3000516977	G4120	98.23	85.6
CSID_3000516977	G4121	79.83	23.5
CSID_3000516977	G4122	79.9	23.4
CSID_3000516977	G4123	79.94	23.5
CSID_3000516977	JM-87	80.13	23.7
CSID_3000516977	KC1913	99.09	92.9
CSID_3000516977	NUH4	79.91	23.6
CSID_3000516977	NUH6	79.9	23.5
CSID_3000516977	NUHP1	79.9	23.7
CSID_3000516977	PW2809	79.93	23.6
CSID_3000516977	R26	79.93	23.5
CSID_3000516977	V0378064	79.91	23.6
CSID_3000516978	0422	97.26	79
CSID_3000516978	3375	97.36	78.7
CSID_3000516978	502	98.01	83.8
CSID_3000516978	ATCC_13253	79.82	23.7
CSID_3000516978	ATCC_33958	91.2	44.2
CSID_3000516978	B2D	99	92.6
CSID_3000516978	BM10	91.12	44.2
CSID_3000516978	C1558	89.24	38.5
CSID_3000516978	CIP108653	91.57	45.6
CSID_3000516978	CIP108654	97.45	78.5
CSID_3000516978	CIP111046-9716	98.92	92.4
CSID_3000516978	CIP111047-9716	91.61	45.5
CSID_3000516978	CIP111048-9716	79.75	23.5
CSID_3000516978	CIP111067	97.59	80.6
CSID_3000516978	CIP60-58	97.26	78.9
CSID_3000516978	CIP80-33	79.85	23.7
CSID_3000516978	CSID_3000515919	79.76	23.7
CSID_3000516978	CSID_3000516074	97.24	78.3
CSID_3000516978	CSID_3000516135	89.22	38.4
CSID_3000516978	CSID_3000516359	79.79	23.6
CSID_3000516978	CSID_3000516464	91.65	45.7
CSID_3000516978	CSID_3000516465	79.77	23.5
CSID_3000516978	CSID_3000516535	79.82	23.7
CSID_3000516978	CSID_3000516589	91.09	44
CSID_3000516978	CSID_3000516810	97.42	80
CSID_3000516978	CSID_3000516977	79.82	23.7
CSID_3000516978	CSID_3000516998	91.47	45.3
CSID_3000516978	CSID_3000517066	99.66	97.9
CSID_3000516978	CSID_3000517120	91.38	45.2
CSID_3000516978	CSID_3015183678	97.4	79.2
CSID_3000516978	CSID_3015183679	97.41	79
CSID_3000516978	CSID_3015183680	97.26	78.4
CSID_3000516978	CSID_3015183685	91.2	44.3
CSID_3000516978	CSID_3015183686	97.29	78.1
CSID_3000516978	DSM_14571	91.43	45.4
CSID_3000516978	DSM_23781	97.36	79.3
CSID_3000516978	E6809	97.1	77
CSID_3000516978	EM-CHUV	91.52	45.7
CSID_3000516978	Endophthalmitis	99.5	96.4
CSID_3000516978	F3201	98.93	93.1
CSID_3000516978	F3543	97.35	78.9
CSID_3000516978	F8124	89.72	40
CSID_3000516978	FMS-007	97.44	80.5
CSID_3000516978	G0146	91.17	44.2
CSID_3000516978	G0153	91.19	44.3
CSID_3000516978	G4070	89.72	40
CSID_3000516978	G4071	91.58	45.5
CSID_3000516978	G4074	91.64	45.6
CSID_3000516978	G4075	91.14	44.3
CSID_3000516978	G4076	79.82	23.7
CSID_3000516978	G4120	79.76	23.5
CSID_3000516978	G4121	91.63	45.7
CSID_3000516978	G4122	89.36	38.6
CSID_3000516978	G4123	89.3	38.5
CSID_3000516978	JM-87	98.99	93
CSID_3000516978	KC1913	79.82	23.7
CSID_3000516978	NUH4	97.39	79
CSID_3000516978	NUH6	97.26	78.7
CSID_3000516978	NUHP1	97.4	79.1
CSID_3000516978	PW2809	97.29	79.1
CSID_3000516978	R26	97.36	79.3
CSID_3000516978	V0378064	97.3	77.9
CSID_3000516998	0422	91.42	46.7
CSID_3000516998	3375	91.4	46
CSID_3000516998	502	91.57	46.2
CSID_3000516998	ATCC_13253	79.86	23.5
CSID_3000516998	ATCC_33958	92.68	51.4
CSID_3000516998	B2D	91.41	45.3
CSID_3000516998	BM10	92.9	52.3
CSID_3000516998	C1558	90.64	44
CSID_3000516998	CIP108653	96.06	70
CSID_3000516998	CIP108654	91.51	47
CSID_3000516998	CIP111046-9716	91.43	45.6
CSID_3000516998	CIP111047-9716	97.66	80.9
CSID_3000516998	CIP111048-9716	79.93	23.5
CSID_3000516998	CIP111067	91.76	46.7
CSID_3000516998	CIP60-58	91.43	46.7
CSID_3000516998	CIP80-33	79.85	23.5
CSID_3000516998	CSID_3000515919	80.04	23.9
CSID_3000516998	CSID_3000516074	91.47	45.8
CSID_3000516998	CSID_3000516135	91.1	43.9
CSID_3000516998	CSID_3000516359	79.89	23.5
CSID_3000516998	CSID_3000516464	97.31	78.3
CSID_3000516998	CSID_3000516465	79.9	23.5
CSID_3000516998	CSID_3000516535	79.9	23.5
CSID_3000516998	CSID_3000516589	92.83	50.5
CSID_3000516998	CSID_3000516810	91.72	46.8
CSID_3000516998	CSID_3000516977	79.9	23.5
CSID_3000516998	CSID_3000516978	91.45	45.3
CSID_3000516998	CSID_3000517066	91.44	45.4
CSID_3000516998	CSID_3000517120	95.72	69.9
CSID_3000516998	CSID_3015183678	91.58	46.3
CSID_3000516998	CSID_3015183679	91.69	46.5
CSID_3000516998	CSID_3015183680	91.48	46.4
CSID_3000516998	CSID_3015183685	92.84	50.9
CSID_3000516998	CSID_3015183686	91.55	47
CSID_3000516998	DSM_14571	96.21	70
CSID_3000516998	DSM_23781	91.6	46.2
CSID_3000516998	E6809	91.51	46.5
CSID_3000516998	EM-CHUV	96.57	72.9
CSID_3000516998	Endophthalmitis	91.39	45.1
CSID_3000516998	F3201	91.2	45.2
CSID_3000516998	F3543	91.49	46.3
CSID_3000516998	F8124	90.78	43.6
CSID_3000516998	FMS-007	91.56	46.4
CSID_3000516998	G0146	92.87	51.1
CSID_3000516998	G0153	92.81	51
CSID_3000516998	G4070	90.52	43.5
CSID_3000516998	G4071	97.75	81.7
CSID_3000516998	G4074	97.77	81.4
CSID_3000516998	G4075	92.86	51.3
CSID_3000516998	G4076	79.86	23.5
CSID_3000516998	G4120	79.92	23.5
CSID_3000516998	G4121	97.68	81.9
CSID_3000516998	G4122	91.08	44.1
CSID_3000516998	G4123	91.22	44.8
CSID_3000516998	JM-87	91.13	45.4
CSID_3000516998	KC1913	79.87	23.5
CSID_3000516998	NUH4	91.32	46
CSID_3000516998	NUH6	91.35	46.3
CSID_3000516998	NUHP1	91.17	46
CSID_3000516998	PW2809	91.54	46.2
CSID_3000516998	R26	91.59	46.1
CSID_3000516998	V0378064	91.54	46.8
CSID_3000517066	0422	97.39	79
CSID_3000517066	3375	97.34	78.5
CSID_3000517066	502	98.11	84.7
CSID_3000517066	ATCC_13253	79.93	23.6
CSID_3000517066	ATCC_33958	91.27	44.3
CSID_3000517066	B2D	99.07	92.5
CSID_3000517066	BM10	91.09	44.1
CSID_3000517066	C1558	89.27	38.4
CSID_3000517066	CIP108653	91.66	45.7
CSID_3000517066	CIP108654	97.3	77.7
CSID_3000517066	CIP111046-9716	98.94	92.2
CSID_3000517066	CIP111047-9716	91.6	45.6
CSID_3000517066	CIP111048-9716	79.86	23.5
CSID_3000517066	CIP111067	97.61	80.3
CSID_3000517066	CIP60-58	97.38	79
CSID_3000517066	CIP80-33	79.95	23.6
CSID_3000517066	CSID_3000515919	79.86	23.5
CSID_3000517066	CSID_3000516074	97.29	77.9
CSID_3000517066	CSID_3000516135	89.2	38.4
CSID_3000517066	CSID_3000516359	80.11	23.8
CSID_3000517066	CSID_3000516464	91.54	45.4
CSID_3000517066	CSID_3000516465	79.92	23.5
CSID_3000517066	CSID_3000516535	79.87	23.6
CSID_3000517066	CSID_3000516589	91.07	44.1
CSID_3000517066	CSID_3000516810	97.57	80.1
CSID_3000517066	CSID_3000516977	79.89	23.5
CSID_3000517066	CSID_3000516978	99.69	97.9
CSID_3000517066	CSID_3000516998	91.51	45.4
CSID_3000517066	CSID_3000517120	91.55	45.3
CSID_3000517066	CSID_3015183678	97.39	78.9
CSID_3000517066	CSID_3015183679	97.47	79.2
CSID_3000517066	CSID_3015183680	97.3	78
CSID_3000517066	CSID_3015183685	91.34	44.5
CSID_3000517066	CSID_3015183686	97.1	77.2
CSID_3000517066	DSM_14571	91.59	45.5
CSID_3000517066	DSM_23781	97.48	79.6
CSID_3000517066	E6809	97.11	76.7
CSID_3000517066	EM-CHUV	91.62	45.9
CSID_3000517066	Endophthalmitis	99.83	98.8
CSID_3000517066	F3201	98.88	92.9
CSID_3000517066	F3543	97.23	78.4
CSID_3000517066	F8124	89.81	40.1
CSID_3000517066	FMS-007	97.62	80.7
CSID_3000517066	G0146	91.25	44.3
CSID_3000517066	G0153	91.24	44.4
CSID_3000517066	G4070	89.7	40
CSID_3000517066	G4071	91.61	45.6
CSID_3000517066	G4074	91.62	45.6
CSID_3000517066	G4075	91.24	44.3
CSID_3000517066	G4076	79.92	23.6
CSID_3000517066	G4120	79.88	23.5
CSID_3000517066	G4121	91.61	45.6
CSID_3000517066	G4122	89.44	38.5
CSID_3000517066	G4123	89.28	38.6
CSID_3000517066	JM-87	98.99	92.8
CSID_3000517066	KC1913	79.91	23.6
CSID_3000517066	NUH4	97.3	78.3
CSID_3000517066	NUH6	97.16	78.1
CSID_3000517066	NUHP1	97.35	78.4
CSID_3000517066	PW2809	97.31	78.8
CSID_3000517066	R26	97.47	79.5
CSID_3000517066	V0378064	97.24	77.4
CSID_3000517120	0422	91.13	46.1
CSID_3000517120	3375	91.52	46.6
CSID_3000517120	502	91.33	46
CSID_3000517120	ATCC_13253	79.85	23.7
CSID_3000517120	ATCC_33958	92.46	51
CSID_3000517120	B2D	91.54	45.6
CSID_3000517120	BM10	92.56	51.1
CSID_3000517120	C1558	90.13	41.9
CSID_3000517120	CIP108653	98.62	91.1
CSID_3000517120	CIP108654	91.69	46.3
CSID_3000517120	CIP111046-9716	91.26	45.4
CSID_3000517120	CIP111047-9716	95.97	70.1
CSID_3000517120	CIP111048-9716	79.74	23.7
CSID_3000517120	CIP111067	91.58	46.2
CSID_3000517120	CIP60-58	91.13	46.1
CSID_3000517120	CIP80-33	80.26	24.5
CSID_3000517120	CSID_3000515919	79.71	23.7
CSID_3000517120	CSID_3000516074	91.56	46.5
CSID_3000517120	CSID_3000516135	90.26	42.1
CSID_3000517120	CSID_3000516359	79.81	23.7
CSID_3000517120	CSID_3000516464	96.12	70.3
CSID_3000517120	CSID_3000516465	79.77	23.6
CSID_3000517120	CSID_3000516535	79.64	23.7
CSID_3000517120	CSID_3000516589	92.39	50.4
CSID_3000517120	CSID_3000516810	91.69	46.5
CSID_3000517120	CSID_3000516977	79.79	23.7
CSID_3000517120	CSID_3000516978	91.41	45.2
CSID_3000517120	CSID_3000516998	95.74	69.9
CSID_3000517120	CSID_3000517066	91.41	45.3
CSID_3000517120	CSID_3015183678	91.3	46.3
CSID_3000517120	CSID_3015183679	91.57	46.2
CSID_3000517120	CSID_3015183680	91.48	46.3
CSID_3000517120	CSID_3015183685	92.54	50.8
CSID_3000517120	CSID_3015183686	91.6	47.2
CSID_3000517120	DSM_14571	98.11	84.9
CSID_3000517120	DSM_23781	91.42	46.2
CSID_3000517120	E6809	91.64	47
CSID_3000517120	EM-CHUV	95.4	67.5
CSID_3000517120	Endophthalmitis	91.39	45.1
CSID_3000517120	F3201	90.89	44.9
CSID_3000517120	F3543	91.51	46.5
CSID_3000517120	F8124	90.3	42.6
CSID_3000517120	FMS-007	91.53	46.5
CSID_3000517120	G0146	92.51	51.2
CSID_3000517120	G0153	92.42	50.6
CSID_3000517120	G4070	90.48	42.7
CSID_3000517120	G4071	95.97	70.3
CSID_3000517120	G4074	96	70.3
CSID_3000517120	G4075	92.46	51.1
CSID_3000517120	G4076	79.84	23.7
CSID_3000517120	G4120	79.74	23.7
CSID_3000517120	G4121	95.97	70.3
CSID_3000517120	G4122	90.46	42.2
CSID_3000517120	G4123	90.38	42.4
CSID_3000517120	JM-87	91.02	45.4
CSID_3000517120	KC1913	79.86	23.7
CSID_3000517120	NUH4	91.21	45.9
CSID_3000517120	NUH6	91.19	45.9
CSID_3000517120	NUHP1	91.18	46
CSID_3000517120	PW2809	91.17	46.1
CSID_3000517120	R26	91.4	46.1
CSID_3000517120	V0378064	91.39	46
CSID_3015183678	0422	98.22	86.4
CSID_3015183678	3375	98.28	86.1
CSID_3015183678	502	97.67	82.1
CSID_3015183678	ATCC_13253	79.94	23.5
CSID_3015183678	ATCC_33958	91.5	45
CSID_3015183678	B2D	97.41	78.5
CSID_3015183678	BM10	91.17	44.7
CSID_3015183678	C1558	89.3	38.7
CSID_3015183678	CIP108653	91.66	46.5
CSID_3015183678	CIP108654	97.94	84
CSID_3015183678	CIP111046-9716	97.36	79.3
CSID_3015183678	CIP111047-9716	92	47.2
CSID_3015183678	CIP111048-9716	79.91	23.5
CSID_3015183678	CIP111067	98.32	86.4
CSID_3015183678	CIP60-58	98.22	86.4
CSID_3015183678	CIP80-33	80	23.7
CSID_3015183678	CSID_3000515919	79.88	23.5
CSID_3015183678	CSID_3000516074	98.14	84.8
CSID_3015183678	CSID_3000516135	89.34	38.8
CSID_3015183678	CSID_3000516359	79.94	23.5
CSID_3015183678	CSID_3000516464	91.68	46.3
CSID_3015183678	CSID_3000516465	79.93	23.5
CSID_3015183678	CSID_3000516535	79.89	23.5
CSID_3015183678	CSID_3000516589	91.2	44.4
CSID_3015183678	CSID_3000516810	98.36	86.8
CSID_3015183678	CSID_3000516977	79.92	23.5
CSID_3015183678	CSID_3000516978	97.39	79.2
CSID_3015183678	CSID_3000516998	91.63	46.3
CSID_3015183678	CSID_3000517066	97.41	78.9
CSID_3015183678	CSID_3000517120	91.39	46.3
CSID_3015183678	CSID_3015183679	98.21	85.5
CSID_3015183678	CSID_3015183680	98.08	85.8
CSID_3015183678	CSID_3015183685	91.2	44.6
CSID_3015183678	CSID_3015183686	97.65	81.5
CSID_3015183678	DSM_14571	91.72	46.3
CSID_3015183678	DSM_23781	98.22	85.9
CSID_3015183678	E6809	97.93	83.9
CSID_3015183678	EM-CHUV	91.72	46.8
CSID_3015183678	Endophthalmitis	97.3	78.1
CSID_3015183678	F3201	97.26	78.7
CSID_3015183678	F3543	98.09	85.9
CSID_3015183678	F8124	89.77	40.1
CSID_3015183678	FMS-007	97.81	83.9
CSID_3015183678	G0146	91.17	44.1
CSID_3015183678	G0153	91.24	44.5
CSID_3015183678	G4070	89.74	40.1
CSID_3015183678	G4071	91.68	46.3
CSID_3015183678	G4074	91.68	46.1
CSID_3015183678	G4075	91.15	44.3
CSID_3015183678	G4076	79.93	23.5
CSID_3015183678	G4120	79.92	23.5
CSID_3015183678	G4121	91.69	46.4
CSID_3015183678	G4122	89.34	38.7
CSID_3015183678	G4123	89.44	39.2
CSID_3015183678	JM-87	97.35	79.4
CSID_3015183678	KC1913	79.93	23.5
CSID_3015183678	NUH4	98.03	84.3
CSID_3015183678	NUH6	97.54	81.4
CSID_3015183678	NUHP1	98.3	85.5
CSID_3015183678	PW2809	98.07	85.3
CSID_3015183678	R26	98.22	85.9
CSID_3015183678	V0378064	97.9	83.8
CSID_3015183679	0422	98.14	84.9
CSID_3015183679	3375	98.07	84.3
CSID_3015183679	502	97.91	82.5
CSID_3015183679	ATCC_13253	79.87	23.6
CSID_3015183679	ATCC_33958	91.3	44.6
CSID_3015183679	B2D	97.46	78.8
CSID_3015183679	BM10	91.27	44.6
CSID_3015183679	C1558	89.39	38.7
CSID_3015183679	CIP108653	91.78	46.4
CSID_3015183679	CIP108654	98.2	84.6
CSID_3015183679	CIP111046-9716	97.55	79.1
